,Participant_ID,Group_ID,Role,TA_Treatment,Delay_Treatment,Valuation,Match_Round_1,Match_Round_2,Match_Round_3,Match_Round_4,Match_Round_5,Match_Round_6,Match_Round_7,Match_Round_8,Match_Round_9,Match_Round_10,Match_Round_11,Match_Round_12,Match_Round_13,Match_Round_14,Match_Round_15,Match_Round_16,Match_Round_17,Match_Round_18,Match_Round_19,Match_Round_20
0,1,2,Seller,High,High,0,43.0,34.0,3.0,43.0,43.0,3.0,34.0,43.0,3.0,3.0,3.0,14.0,14.0,3.0,3.0,34.0,3.0,14.0,34.0,3.0
1,2,1,Seller,High,High,0,48.0,37.0,12.0,12.0,20.0,48.0,12.0,20.0,37.0,12.0,12.0,12.0,20.0,37.0,20.0,20.0,12.0,12.0,37.0,37.0
2,3,2,Buyer,High,Low,92,23.0,11.0,1.0,11.0,11.0,1.0,45.0,11.0,1.0,1.0,1.0,11.0,45.0,1.0,1.0,45.0,1.0,23.0,23.0,1.0
3,4,3,Seller,High,Low,0,29.0,25.0,29.0,42.0,25.0,29.0,29.0,29.0,42.0,42.0,42.0,42.0,29.0,25.0,25.0,29.0,42.0,25.0,42.0,25.0
4,5,6,Buyer,Low,High,56,7.0,7.0,38.0,31.0,27.0,31.0,38.0,31.0,31.0,7.0,31.0,7.0,27.0,27.0,31.0,7.0,38.0,31.0,38.0,27.0
5,6,3,Seller,Low,Low,0,42.0,9.0,25.0,25.0,29.0,25.0,9.0,25.0,25.0,25.0,29.0,29.0,42.0,9.0,42.0,25.0,29.0,29.0,9.0,29.0
6,7,6,Seller,Low,Low,0,5.0,5.0,8.0,30.0,30.0,13.0,8.0,13.0,30.0,5.0,30.0,5.0,8.0,8.0,8.0,5.0,8.0,30.0,8.0,13.0
7,8,6,Buyer,High,High,93,31.0,27.0,7.0,38.0,31.0,27.0,7.0,38.0,38.0,31.0,27.0,31.0,7.0,7.0,7.0,38.0,7.0,27.0,7.0,31.0
8,9,3,Buyer,Low,Low,82,36.0,6.0,15.0,36.0,36.0,15.0,6.0,36.0,36.0,15.0,36.0,15.0,15.0,6.0,36.0,15.0,36.0,36.0,6.0,36.0
9,10,4,Buyer,Low,Low,59,24.0,18.0,18.0,24.0,28.0,28.0,18.0,18.0,24.0,18.0,24.0,44.0,18.0,44.0,44.0,24.0,44.0,18.0,24.0,24.0
10,11,2,Seller,Low,Low,0,14.0,3.0,34.0,3.0,3.0,34.0,14.0,3.0,43.0,34.0,14.0,3.0,43.0,14.0,43.0,43.0,14.0,34.0,43.0,43.0
11,12,1,Buyer,Low,Low,31,35.0,41.0,2.0,2.0,41.0,21.0,2.0,41.0,21.0,2.0,2.0,2.0,41.0,35.0,41.0,35.0,2.0,2.0,41.0,21.0
12,13,6,Buyer,High,High,50,38.0,31.0,27.0,27.0,38.0,7.0,27.0,7.0,27.0,38.0,38.0,38.0,38.0,31.0,27.0,31.0,27.0,38.0,27.0,7.0
13,14,2,Buyer,Low,Low,3,11.0,45.0,23.0,45.0,45.0,45.0,11.0,45.0,23.0,45.0,11.0,1.0,1.0,11.0,23.0,23.0,11.0,1.0,45.0,23.0
14,15,3,Seller,Low,High,0,25.0,42.0,9.0,29.0,42.0,9.0,25.0,42.0,29.0,9.0,25.0,9.0,9.0,29.0,29.0,9.0,25.0,42.0,25.0,42.0
15,16,4,Buyer,Low,Low,36,28.0,24.0,28.0,18.0,44.0,18.0,28.0,44.0,44.0,24.0,44.0,24.0,28.0,28.0,18.0,44.0,24.0,24.0,18.0,18.0
16,17,5,Buyer,Low,High,27,46.0,32.0,22.0,32.0,32.0,26.0,32.0,22.0,26.0,32.0,46.0,22.0,32.0,22.0,32.0,32.0,26.0,46.0,32.0,32.0
17,18,4,Seller,High,High,0,40.0,10.0,10.0,16.0,40.0,16.0,10.0,10.0,40.0,10.0,19.0,40.0,10.0,40.0,16.0,19.0,19.0,10.0,16.0,16.0
18,19,4,Buyer,High,Low,91,44.0,44.0,44.0,28.0,24.0,24.0,44.0,24.0,28.0,28.0,18.0,28.0,44.0,24.0,24.0,18.0,18.0,28.0,44.0,28.0
19,20,1,Buyer,High,High,12,21.0,35.0,41.0,41.0,2.0,41.0,35.0,2.0,35.0,41.0,35.0,41.0,2.0,41.0,2.0,2.0,35.0,35.0,35.0,41.0
20,21,1,Seller,Low,Low,0,20.0,48.0,48.0,48.0,48.0,12.0,37.0,37.0,12.0,37.0,48.0,37.0,48.0,48.0,48.0,48.0,37.0,48.0,48.0,12.0
21,22,5,Seller,High,Low,0,47.0,39.0,17.0,39.0,47.0,33.0,39.0,17.0,39.0,47.0,39.0,17.0,47.0,17.0,39.0,33.0,39.0,47.0,47.0,47.0
22,23,2,Seller,High,High,0,3.0,43.0,14.0,34.0,34.0,43.0,43.0,34.0,14.0,43.0,34.0,34.0,34.0,34.0,14.0,14.0,34.0,3.0,3.0,14.0
23,24,4,Seller,Low,Low,0,10.0,16.0,40.0,10.0,19.0,19.0,40.0,19.0,10.0,16.0,10.0,16.0,40.0,19.0,19.0,10.0,16.0,16.0,10.0,10.0
24,25,3,Buyer,High,High,35,15.0,4.0,6.0,6.0,4.0,6.0,15.0,6.0,6.0,6.0,15.0,36.0,36.0,4.0,4.0,6.0,15.0,4.0,15.0,4.0
25,26,5,Seller,High,High,0,39.0,47.0,39.0,47.0,39.0,17.0,47.0,39.0,17.0,33.0,33.0,33.0,33.0,47.0,33.0,39.0,17.0,39.0,39.0,33.0
26,27,6,Seller,High,Low,0,30.0,8.0,13.0,13.0,5.0,8.0,13.0,30.0,13.0,30.0,8.0,30.0,5.0,5.0,13.0,30.0,13.0,8.0,13.0,5.0
27,28,4,Seller,High,High,0,16.0,40.0,16.0,19.0,10.0,10.0,16.0,40.0,19.0,19.0,40.0,19.0,16.0,16.0,40.0,40.0,40.0,19.0,40.0,19.0
28,29,3,Buyer,High,High,95,4.0,36.0,4.0,15.0,6.0,4.0,4.0,4.0,15.0,36.0,6.0,6.0,4.0,15.0,15.0,4.0,6.0,6.0,36.0,6.0
